CustomerID,Age,Gender,City,IncomeLevel,Occupation,LoyaltyMember,YearsAsCustomer,BrandFamiliarity
966,22,Female,Mumbai,High,Business,No,0,Medium
967,60,Male,Delhi,Middle,Engineer,No,0,Medium
968,65,Male,Mumbai,Middle,Designer,Yes,3,High
969,63,Female,Pune,Low,Analyst,No,0,Medium
970,29,Male,Kolkata,Low,Freelancer,Yes,10,Low
971,19,Female,Kolkata,Low,Business,Yes,3,Medium
972,37,Female,Pune,Middle,Engineer,No,0,Medium
973,26,Male,Delhi,Low,Teacher,Yes,1,Medium
974,48,Male,Mumbai,Middle,Doctor,No,0,Medium
975,47,Male,Ahmedabad,Low,Business,Yes,2,Low
976,48,Female,Delhi,Low,Analyst,Yes,4,Low
977,18,Female,Ahmedabad,Low,Freelancer,No,0,Medium
978,36,Female,Hyderabad,Low,Student,Yes,9,Medium
979,51,Female,Kolkata,Low,Business,No,0,Medium
980,25,Female,Delhi,Middle,Manager,No,0,Medium
981,36,Male,Chennai,Middle,Business,No,0,Medium
982,26,Female,Chennai,High,Business,No,0,Medium
983,28,Male,Bengaluru,Middle,Teacher,Yes,2,Medium
984,28,Female,Pune,Middle,Teacher,Yes,7,High
985,31,Female,Chennai,Middle,Manager,No,0,Medium
986,29,Male,Chennai,High,Designer,No,0,Low
987,25,Female,Chennai,Middle,Student,Yes,4,Medium
988,53,Male,Delhi,Low,Business,Yes,9,Medium
989,47,Male,Delhi,High,Freelancer,No,0,High
990,24,Male,Pune,Low,Business,Yes,4,High
991,50,Female,Chennai,Middle,Manager,No,0,Low
992,25,Male,Hyderabad,High,Business,Yes,7,High
993,39,Female,Chennai,Low,Teacher,Yes,5,Medium
994,27,Male,Kolkata,Middle,Designer,No,0,High
995,44,Female,Delhi,High,Business,No,0,Medium
996,27,Male,Mumbai,Middle,Analyst,No,0,Medium
997,38,Female,Delhi,Middle,Manager,No,0,Medium
998,54,Female,Kolkata,Low,Designer,No,0,Medium
999,61,Female,Chennai,Middle,Student,No,0,Medium
1000,35,Female,Ahmedabad,High,Teacher,No,0,Low
1001,52,Female,Kolkata,Middle,Teacher,No,0,Medium
1002,37,Male,Pune,Low,Teacher,No,0,Medium
1003,23,Male,Delhi,Middle,Student,Yes,6,High
1004,52,Male,Delhi,Middle,Analyst,Yes,5,Medium
1005,34,Male,Ahmedabad,Middle,Doctor,Yes,1,High
1006,54,Male,Chennai,Middle,Doctor,No,0,High
1007,36,Male,Kolkata,Middle,Freelancer,No,0,Medium
1008,65,Female,Ahmedabad,Low,Engineer,Yes,10,Low
1009,27,Male,Kolkata,Middle,Manager,No,0,Low
1010,48,Female,Pune,Low,Business,Yes,9,Medium
1011,58,Female,Bengaluru,Middle,Manager,Yes,8,Medium
1012,50,Male,Hyderabad,Low,Business,No,0,Low
1013,48,Male,Kolkata,Low,Engineer,Yes,9,Medium
1014,25,Female,Pune,Middle,Analyst,Yes,9,Low
1015,37,Female,Delhi,Low,Doctor,Yes,3,Low
1016,36,Male,Chennai,Low,Engineer,No,0,Medium
1017,20,Female,Kolkata,Middle,Business,No,0,Medium
1018,64,Female,Ahmedabad,High,Business,Yes,3,Medium
1019,27,Female,Kolkata,High,Teacher,Yes,10,Medium
1020,43,Male,Bengaluru,Low,Student,Yes,8,Medium
1021,54,Male,Mumbai,Middle,Teacher,No,0,Medium
1022,57,Male,Ahmedabad,Middle,Freelancer,No,0,High
1023,19,Male,Pune,Low,Teacher,No,0,Low
1024,33,Male,Chennai,High,Designer,No,0,Medium
1025,55,Female,Bengaluru,Low,Designer,No,0,Low
1026,19,Male,Bengaluru,High,Doctor,Yes,5,Low
1027,27,Female,Bengaluru,Low,Student,No,0,Low
1028,57,Male,Chennai,High,Manager,Yes,1,Low
1029,44,Male,Hyderabad,High,Business,Yes,2,Low
1030,50,Female,Ahmedabad,Middle,Freelancer,Yes,2,Low
1031,44,Male,Pune,Low,Freelancer,Yes,4,High
1032,55,Male,Pune,Middle,Designer,Yes,9,Medium
1033,46,Male,Chennai,Low,Freelancer,No,0,Low
1034,28,Female,Delhi,Middle,Student,No,0,Medium
1035,47,Male,Delhi,High,Student,No,0,Medium
1036,48,Male,Pune,Low,Student,Yes,7,High
1037,28,Female,Mumbai,Middle,Manager,No,0,Medium
1038,64,Female,Chennai,Middle,Doctor,Yes,7,Low
1039,63,Female,Chennai,Middle,Student,Yes,6,Medium
1040,62,Male,Delhi,Low,Manager,No,0,Medium
1041,44,Female,Mumbai,Middle,Engineer,No,0,Medium
1042,52,Male,Chennai,Low,Designer,No,0,Medium
1043,56,Female,Hyderabad,Middle,Business,Yes,1,Low
1044,18,Female,Hyderabad,Low,Engineer,Yes,5,Medium
1045,57,Female,Chennai,Middle,Student,No,0,Low
1046,35,Male,Hyderabad,Middle,Designer,No,0,Medium
1047,25,Male,Bengaluru,High,Engineer,No,0,Medium
1048,55,Male,Pune,Low,Teacher,Yes,5,High
1049,61,Female,Ahmedabad,Low,Student,No,0,Medium
1050,45,Female,Kolkata,Middle,Designer,No,0,Low
1051,35,Male,Hyderabad,Low,Student,No,0,Medium
1052,35,Female,Hyderabad,High,Analyst,No,0,Medium
1053,23,Male,Kolkata,High,Engineer,No,0,High
1054,33,Male,Delhi,Low,Business,Yes,2,Medium
1055,45,Female,Pune,High,Teacher,No,0,Medium
1056,24,Female,Hyderabad,Middle,Engineer,No,0,High
1057,56,Male,Mumbai,Middle,Student,No,0,Medium
1058,20,Male,Delhi,Middle,Business,No,0,Medium
1059,21,Male,Delhi,Low,Doctor,No,0,Low
1060,42,Male,Ahmedabad,Middle,Designer,No,0,Medium
1061,47,Female,Delhi,Middle,Business,No,0,Medium
1062,51,Male,Hyderabad,Low,Manager,Yes,2,Low
1063,58,Female,Bengaluru,Middle,Teacher,Yes,8,Medium
1064,26,Female,Pune,Middle,Freelancer,Yes,5,Medium
1065,27,Male,Bengaluru,Low,Student,Yes,6,Low
1066,33,Female,Chennai,Middle,Teacher,No,0,High
1067,30,Female,Ahmedabad,Middle,Analyst,Yes,2,Medium
1068,55,Male,Mumbai,Middle,Business,Yes,5,Medium
1069,20,Male,Ahmedabad,Middle,Teacher,No,0,Medium
1070,33,Female,Hyderabad,Middle,Designer,No,0,High
1071,29,Male,Mumbai,High,Manager,Yes,1,Low
1072,36,Female,Delhi,Middle,Student,No,0,High
1073,30,Female,Hyderabad,Low,Manager,Yes,5,Medium
1074,30,Male,Bengaluru,Low,Designer,No,0,High
1075,59,Male,Chennai,Middle,Analyst,Yes,4,Medium
1076,60,Female,Mumbai,Low,Engineer,No,0,High
1077,27,Female,Chennai,High,Analyst,Yes,4,Low
1078,56,Male,Pune,Middle,Manager,No,0,High
1079,38,Male,Ahmedabad,Low,Teacher,No,0,Low
1080,64,Male,Bengaluru,Low,Freelancer,No,0,Medium
1081,42,Female,Ahmedabad,Middle,Manager,No,0,Medium
1082,38,Female,Ahmedabad,Middle,Doctor,No,0,Medium
1083,55,Male,Hyderabad,Middle,Teacher,No,0,Medium
1084,30,Female,Bengaluru,Middle,Analyst,Yes,4,Medium
1085,34,Female,Hyderabad,Middle,Student,Yes,2,Low
1086,47,Female,Chennai,Middle,Business,Yes,8,Medium
1087,38,Male,Chennai,Low,Engineer,Yes,8,Low
1088,36,Female,Hyderabad,High,Engineer,No,0,Medium
1089,25,Female,Pune,Low,Doctor,Yes,4,Medium
1090,65,Male,Pune,High,Student,No,0,Low
1091,37,Male,Ahmedabad,Low,Freelancer,Yes,7,High
1092,27,Female,Ahmedabad,High,Analyst,Yes,4,Medium
1093,23,Female,Delhi,Low,Analyst,Yes,7,Low
1094,26,Female,Chennai,Middle,Teacher,Yes,1,Medium
1095,44,Female,Chennai,Middle,Student,No,0,High
1096,54,Female,Kolkata,Middle,Designer,No,0,Low
1097,31,Male,Chennai,High,Business,Yes,7,Low
1098,58,Male,Delhi,High,Business,Yes,2,Medium
1099,19,Male,Pune,Low,Freelancer,Yes,7,Low
1100,22,Female,Kolkata,Middle,Manager,Yes,1,Low
1101,25,Male,Bengaluru,Low,Teacher,Yes,2,Medium
1102,37,Female,Hyderabad,Middle,Freelancer,No,0,Medium
1103,63,Female,Mumbai,Middle,Designer,Yes,1,High
1104,56,Female,Ahmedabad,High,Business,No,0,High
1105,54,Female,Kolkata,Low,Manager,Yes,8,Medium
1106,44,Female,Kolkata,Low,Manager,No,0,Medium
1107,62,Male,Pune,Middle,Freelancer,Yes,1,Low
1108,36,Female,Mumbai,Middle,Analyst,Yes,4,High
1109,22,Female,Ahmedabad,Middle,Manager,No,0,High
1110,34,Female,Kolkata,Low,Analyst,Yes,1,Low
1111,65,Male,Bengaluru,Middle,Analyst,Yes,1,Low
1112,60,Male,Ahmedabad,Middle,Manager,No,0,Low
1113,48,Male,Mumbai,High,Manager,No,0,Low
1114,36,Male,Pune,Low,Manager,No,0,Low
1115,46,Male,Ahmedabad,Middle,Student,Yes,1,High
1116,58,Male,Kolkata,High,Doctor,No,0,Medium
1117,46,Male,Chennai,Low,Teacher,Yes,7,High
1118,30,Male,Mumbai,Low,Teacher,Yes,1,Medium
1119,24,Male,Delhi,Middle,Designer,No,0,Low
1120,50,Male,Kolkata,Low,Designer,Yes,9,Medium
1121,25,Female,Chennai,Low,Student,Yes,6,Low
1122,42,Female,Delhi,Low,Engineer,Yes,5,Medium
1123,31,Male,Bengaluru,Middle,Doctor,No,0,Medium
1124,24,Male,Chennai,Middle,Manager,No,0,Medium
1125,58,Female,Mumbai,Middle,Analyst,No,0,High
1126,19,Male,Delhi,Middle,Teacher,No,0,Medium
1127,19,Female,Hyderabad,Middle,Engineer,No,0,Medium
1128,21,Female,Hyderabad,Low,Student,No,0,Low
1129,33,Female,Bengaluru,High,Doctor,No,0,High
1130,38,Female,Pune,Middle,Student,No,0,Medium
1131,32,Male,Hyderabad,High,Teacher,Yes,4,Low
1132,56,Male,Mumbai,High,Business,No,0,Low
1133,22,Male,Mumbai,High,Manager,Yes,3,High
1134,55,Male,Kolkata,Middle,Business,No,0,Low
1135,37,Male,Pune,Low,Doctor,Yes,7,Low
1136,54,Female,Mumbai,Middle,Analyst,No,0,Low
1137,43,Female,Bengaluru,Middle,Business,No,0,Medium
1138,19,Female,Bengaluru,Middle,Freelancer,Yes,2,High
1139,64,Female,Ahmedabad,Low,Engineer,Yes,5,Medium
1140,39,Male,Delhi,Low,Student,No,0,Low
1141,50,Female,Chennai,Middle,Designer,Yes,7,High
1142,49,Male,Mumbai,Low,Designer,No,0,Low
1143,54,Female,Ahmedabad,Low,Analyst,No,0,High
1144,62,Male,Ahmedabad,Low,Student,Yes,7,Medium
1145,41,Male,Pune,Middle,Business,No,0,Medium
1146,61,Male,Delhi,Low,Engineer,Yes,10,High
1147,23,Male,Hyderabad,Middle,Designer,No,0,Medium
1148,28,Female,Pune,High,Designer,Yes,5,Medium
1149,64,Female,Bengaluru,High,Doctor,Yes,10,High
1150,65,Male,Bengaluru,Low,Business,No,0,Medium
1151,18,Female,Pune,Low,Designer,No,0,Medium
1152,28,Male,Mumbai,Low,Business,Yes,3,Low
1153,54,Male,Pune,High,Designer,Yes,1,Medium
1154,46,Male,Mumbai,Middle,Doctor,No,0,High
1155,23,Male,Ahmedabad,Middle,Business,Yes,6,Low
1156,61,Male,Delhi,Middle,Engineer,Yes,5,High
1157,31,Female,Ahmedabad,Middle,Business,Yes,10,Medium
1158,39,Male,Chennai,Middle,Designer,Yes,6,High
1159,42,Male,Delhi,Middle,Business,No,0,High
1160,62,Male,Mumbai,Middle,Freelancer,No,0,High
1161,35,Female,Ahmedabad,High,Freelancer,No,0,Low
1162,44,Female,Delhi,Middle,Analyst,Yes,6,Low
1163,61,Male,Chennai,Middle,Designer,No,0,Medium
1164,48,Female,Pune,High,Teacher,No,0,High
1165,63,Male,Bengaluru,Low,Business,No,0,Medium
1166,23,Female,Bengaluru,Low,Business,No,0,Medium
1167,25,Male,Mumbai,Middle,Engineer,No,0,Low
1168,45,Female,Hyderabad,High,Doctor,Yes,6,High
1169,60,Male,Ahmedabad,Middle,Engineer,No,0,Low
1170,62,Male,Chennai,Low,Designer,Yes,10,High
1171,63,Female,Hyderabad,Middle,Teacher,No,0,Medium
1172,34,Male,Mumbai,Low,Analyst,Yes,2,Medium
1173,26,Male,Pune,High,Student,No,0,Medium
1174,55,Female,Chennai,Middle,Manager,No,0,High
1175,51,Male,Ahmedabad,Middle,Analyst,No,0,Low
1176,27,Female,Bengaluru,High,Doctor,Yes,4,Medium
1177,27,Male,Chennai,Middle,Doctor,No,0,High
1178,50,Male,Ahmedabad,High,Doctor,Yes,10,Medium
1179,63,Male,Hyderabad,High,Student,Yes,6,Low
1180,29,Male,Delhi,High,Freelancer,No,0,Low
1181,43,Female,Kolkata,Low,Engineer,No,0,High
1182,51,Female,Mumbai,Middle,Manager,Yes,4,Medium
1183,38,Female,Ahmedabad,Middle,Manager,No,0,High
1184,54,Male,Hyderabad,Low,Teacher,No,0,Low
1185,65,Male,Bengaluru,Low,Designer,No,0,Medium
1186,45,Female,Bengaluru,Middle,Student,Yes,1,Low
1187,25,Male,Kolkata,High,Teacher,No,0,Medium
1188,20,Male,Kolkata,Low,Engineer,Yes,5,Medium
1189,47,Female,Chennai,High,Student,No,0,Low
1190,25,Female,Pune,Low,Engineer,Yes,9,Low
1191,55,Female,Pune,Low,Manager,No,0,Medium
1192,24,Male,Kolkata,Low,Student,No,0,High
1193,43,Female,Mumbai,Middle,Freelancer,No,0,High
1194,55,Male,Mumbai,Middle,Manager,No,0,Medium
1195,56,Male,Delhi,Middle,Manager,Yes,8,High
1196,54,Male,Mumbai,Low,Engineer,Yes,9,Low
1197,50,Male,Hyderabad,Low,Doctor,No,0,Low
1198,20,Female,Bengaluru,High,Business,No,0,High
1199,62,Male,Mumbai,Low,Student,No,0,High
1200,33,Male,Chennai,Low,Doctor,Yes,4,High
1201,26,Female,Bengaluru,Middle,Designer,Yes,9,Low
1202,47,Male,Hyderabad,Low,Engineer,Yes,7,High
1203,58,Male,Chennai,Middle,Freelancer,No,0,Medium
1204,56,Female,Kolkata,Low,Student,No,0,Medium
1205,56,Female,Mumbai,Low,Analyst,Yes,9,Low
1206,58,Male,Hyderabad,Low,Doctor,No,0,High
1207,18,Male,Mumbai,Low,Manager,No,0,Low
1208,51,Female,Pune,Middle,Freelancer,Yes,8,Low
1209,35,Female,Bengaluru,Middle,Analyst,No,0,Low
1210,65,Female,Ahmedabad,Middle,Manager,No,0,Medium
1211,34,Male,Bengaluru,Low,Designer,No,0,Low
1212,54,Male,Kolkata,Middle,Business,Yes,6,Medium
1213,29,Female,Kolkata,Middle,Freelancer,Yes,8,Medium
1214,63,Male,Pune,High,Designer,No,0,Medium
1215,38,Male,Mumbai,High,Manager,No,0,Low
1216,54,Female,Delhi,Low,Designer,No,0,Medium
1217,61,Male,Kolkata,Middle,Student,No,0,Medium
1218,57,Female,Chennai,Low,Teacher,No,0,Low
1219,65,Male,Ahmedabad,Middle,Manager,No,0,High
1220,61,Male,Mumbai,High,Analyst,No,0,High
1221,26,Female,Bengaluru,Middle,Analyst,No,0,Medium
1222,25,Male,Pune,Low,Doctor,No,0,High
1223,48,Female,Delhi,Low,Business,Yes,10,Medium
1224,57,Female,Pune,High,Analyst,Yes,1,Medium
1225,24,Female,Delhi,Low,Engineer,No,0,Low
1226,45,Female,Mumbai,Middle,Business,Yes,9,High
1227,18,Female,Chennai,Low,Doctor,No,0,Low
1228,41,Female,Ahmedabad,Middle,Manager,Yes,5,Low
1229,26,Male,Mumbai,Middle,Teacher,Yes,6,High
1230,36,Male,Hyderabad,Low,Business,Yes,6,High
1231,60,Male,Chennai,High,Designer,Yes,8,Medium
1232,50,Male,Mumbai,Middle,Engineer,No,0,High
1233,19,Male,Delhi,Low,Analyst,Yes,1,High
1234,45,Female,Pune,High,Business,No,0,Medium
1235,23,Male,Hyderabad,Middle,Doctor,Yes,3,Medium
1236,25,Female,Hyderabad,High,Business,No,0,Low
1237,63,Male,Bengaluru,Middle,Teacher,Yes,9,Medium
1238,25,Female,Delhi,Low,Teacher,Yes,4,High
1239,23,Male,Hyderabad,High,Analyst,Yes,9,Medium
1240,45,Female,Mumbai,Middle,Doctor,No,0,Medium
1241,41,Male,Bengaluru,Low,Student,Yes,7,Low
1242,18,Female,Pune,Low,Engineer,No,0,Low
1243,45,Female,Mumbai,Low,Engineer,No,0,Medium
1244,60,Female,Chennai,Low,Analyst,No,0,High
1245,65,Female,Hyderabad,Middle,Designer,No,0,Medium
1246,23,Male,Hyderabad,High,Business,Yes,10,Low
1247,24,Female,Hyderabad,Low,Freelancer,No,0,Medium
1248,64,Female,Chennai,Low,Analyst,Yes,7,Medium
1249,46,Female,Delhi,Middle,Manager,Yes,7,Low
1250,56,Male,Hyderabad,Low,Designer,No,0,Low
1251,49,Male,Ahmedabad,Middle,Freelancer,No,0,High
1252,42,Male,Delhi,Middle,Manager,Yes,10,Low
1253,54,Female,Pune,Low,Doctor,No,0,High
1254,32,Male,Hyderabad,Low,Doctor,Yes,2,Low
1255,20,Male,Pune,Middle,Student,No,0,Low
1256,59,Male,Delhi,High,Analyst,No,0,Low
1257,58,Female,Bengaluru,Middle,Designer,Yes,2,High
1258,57,Male,Chennai,Low,Teacher,No,0,Medium
1259,64,Male,Kolkata,High,Doctor,Yes,1,Medium
1260,58,Male,Chennai,Middle,Doctor,No,0,High
1261,31,Male,Ahmedabad,Middle,Teacher,No,0,High
1262,64,Male,Ahmedabad,Middle,Manager,Yes,8,Low
1263,29,Female,Delhi,Low,Doctor,No,0,Medium
1264,28,Male,Mumbai,High,Manager,No,0,Medium
1265,22,Female,Mumbai,Middle,Freelancer,No,0,Medium
1266,26,Female,Kolkata,Middle,Student,No,0,Medium
1267,25,Male,Bengaluru,High,Teacher,No,0,Medium
1268,23,Male,Mumbai,Low,Freelancer,No,0,Medium
1269,65,Male,Ahmedabad,High,Business,No,0,Low
1270,28,Female,Mumbai,Low,Student,No,0,Low
1271,20,Female,Bengaluru,Low,Student,Yes,9,High
1272,32,Female,Hyderabad,Low,Designer,Yes,3,Medium
1273,61,Male,Mumbai,High,Teacher,No,0,Low
1274,24,Male,Chennai,High,Engineer,Yes,2,Medium
1275,20,Male,Kolkata,Middle,Manager,Yes,9,Medium
1276,60,Male,Pune,Middle,Business,No,0,Low
1277,60,Male,Bengaluru,Middle,Analyst,Yes,2,High
1278,27,Female,Mumbai,Middle,Engineer,No,0,High
1279,54,Female,Bengaluru,Middle,Manager,No,0,Low
1280,42,Female,Chennai,Middle,Manager,No,0,Medium
1281,59,Female,Hyderabad,High,Designer,Yes,9,Medium
1282,23,Male,Mumbai,Middle,Teacher,Yes,10,High
1283,41,Female,Bengaluru,Low,Engineer,No,0,Low
1284,21,Male,Kolkata,High,Teacher,Yes,3,Low
1285,31,Male,Kolkata,High,Student,Yes,3,Low
1286,62,Male,Ahmedabad,High,Manager,Yes,2,Medium
1287,19,Female,Bengaluru,Low,Manager,Yes,4,Low
1288,48,Female,Ahmedabad,Middle,Designer,No,0,Medium
1289,64,Female,Mumbai,Low,Manager,No,0,Medium
1290,21,Male,Kolkata,High,Designer,Yes,3,Medium
1291,61,Female,Pune,High,Teacher,No,0,Medium
1292,45,Male,Hyderabad,High,Designer,Yes,2,Medium
1293,57,Male,Ahmedabad,Low,Business,Yes,9,Medium
1294,38,Female,Kolkata,Middle,Teacher,Yes,7,Low
1295,35,Female,Delhi,Low,Teacher,Yes,10,High
1296,36,Female,Hyderabad,Low,Freelancer,Yes,4,Medium
1297,30,Male,Ahmedabad,Middle,Student,Yes,5,Low
1298,21,Female,Pune,Low,Designer,No,0,Low
1299,50,Male,Mumbai,Low,Analyst,No,0,Medium
1300,44,Male,Delhi,High,Designer,No,0,Medium
1301,48,Male,Ahmedabad,Middle,Engineer,No,0,Low
1302,58,Male,Bengaluru,Low,Freelancer,No,0,High
1303,51,Female,Ahmedabad,High,Manager,No,0,Medium
1304,39,Male,Kolkata,Low,Teacher,No,0,High
1305,31,Female,Mumbai,High,Student,No,0,High
1306,27,Female,Chennai,Middle,Manager,Yes,2,Medium
1307,36,Male,Bengaluru,Low,Business,Yes,6,Medium
1308,34,Female,Bengaluru,High,Engineer,No,0,High
1309,54,Male,Ahmedabad,Middle,Analyst,Yes,5,Medium
1310,50,Female,Ahmedabad,High,Doctor,No,0,Medium
1311,61,Male,Delhi,Low,Manager,No,0,Low
1312,24,Male,Kolkata,Low,Business,Yes,7,High
1313,60,Female,Mumbai,Low,Engineer,No,0,Medium
1314,29,Female,Hyderabad,Middle,Designer,No,0,High
1315,39,Female,Mumbai,Low,Doctor,Yes,10,Medium
1316,47,Male,Chennai,Low,Student,Yes,8,Low
1317,56,Female,Hyderabad,Middle,Student,Yes,6,High
1318,31,Female,Pune,High,Manager,No,0,Medium
1319,23,Female,Kolkata,Low,Freelancer,Yes,2,Low
1320,31,Female,Chennai,Middle,Doctor,Yes,1,Low
1321,28,Male,Kolkata,Low,Analyst,No,0,Medium
1322,62,Male,Mumbai,Middle,Manager,No,0,Medium
1323,38,Female,Delhi,Middle,Manager,No,0,Medium
1324,47,Female,Pune,High,Freelancer,No,0,Medium
1325,64,Male,Ahmedabad,Low,Engineer,No,0,High
1326,20,Male,Kolkata,Low,Teacher,No,0,Medium
1327,40,Female,Chennai,Low,Student,Yes,10,High
1328,37,Female,Ahmedabad,High,Designer,No,0,High
1329,44,Female,Mumbai,Middle,Manager,No,0,Medium
1330,47,Female,Kolkata,Middle,Doctor,Yes,10,Low
1331,60,Male,Mumbai,Middle,Engineer,Yes,5,Medium
1332,23,Female,Mumbai,Middle,Business,No,0,Medium
1333,50,Male,Hyderabad,Middle,Business,Yes,5,High
1334,53,Female,Ahmedabad,Middle,Designer,Yes,8,High
1335,59,Female,Hyderabad,Middle,Freelancer,No,0,Low
1336,36,Female,Hyderabad,Low,Student,No,0,Medium
1337,44,Female,Chennai,Low,Manager,Yes,6,High
1338,54,Female,Delhi,High,Designer,Yes,7,Low
1339,26,Female,Bengaluru,High,Designer,Yes,3,Medium
1340,32,Female,Pune,Low,Freelancer,No,0,Medium
1341,28,Male,Bengaluru,High,Student,Yes,2,Low
1342,57,Female,Delhi,Middle,Manager,No,0,Low
1343,47,Male,Pune,Middle,Teacher,No,0,Low
1344,52,Female,Pune,High,Student,No,0,High
1345,35,Male,Mumbai,Low,Business,Yes,1,Medium
1346,56,Male,Mumbai,Low,Business,Yes,5,High
1347,41,Male,Kolkata,High,Engineer,Yes,2,Medium
1348,49,Female,Ahmedabad,High,Manager,Yes,7,Medium
1349,29,Male,Mumbai,Low,Analyst,No,0,Medium
1350,40,Male,Pune,Middle,Engineer,No,0,Medium
1351,30,Male,Hyderabad,Middle,Analyst,No,0,Medium
1352,25,Male,Pune,High,Doctor,Yes,3,Low
1353,48,Female,Ahmedabad,Low,Designer,Yes,9,Medium
1354,50,Male,Pune,High,Designer,No,0,Low
1355,24,Male,Ahmedabad,Middle,Designer,No,0,Medium
1356,46,Male,Kolkata,Middle,Designer,No,0,High
1357,30,Male,Pune,Middle,Designer,Yes,2,Medium
1358,36,Female,Kolkata,Middle,Student,No,0,High
1359,25,Male,Hyderabad,Low,Analyst,Yes,3,Medium
1360,41,Male,Chennai,Low,Teacher,Yes,1,Medium
1361,47,Female,Pune,Middle,Teacher,Yes,4,Medium
1362,51,Male,Kolkata,Low,Designer,No,0,Medium
1363,38,Female,Delhi,High,Doctor,Yes,1,High
1364,44,Female,Hyderabad,Low,Student,No,0,Medium
1365,36,Male,Ahmedabad,Low,Doctor,No,0,Medium
1366,26,Male,Chennai,High,Student,Yes,9,High
1367,22,Female,Pune,Middle,Analyst,No,0,Medium
1368,40,Male,Kolkata,Middle,Doctor,No,0,Medium
1369,62,Male,Chennai,High,Engineer,No,0,Medium
1370,19,Female,Kolkata,Low,Teacher,No,0,Low
1371,28,Male,Delhi,Low,Doctor,No,0,High
1372,20,Female,Kolkata,Low,Doctor,No,0,Low
1373,62,Female,Bengaluru,Low,Designer,Yes,8,Low
1374,58,Female,Ahmedabad,Middle,Doctor,Yes,9,Low
1375,38,Female,Mumbai,Middle,Analyst,No,0,Low
1376,53,Male,Ahmedabad,High,Student,Yes,4,Medium
1377,31,Male,Chennai,Low,Teacher,Yes,7,Low
1378,55,Female,Ahmedabad,Middle,Manager,No,0,Medium
1379,50,Female,Hyderabad,Low,Designer,Yes,6,Medium
1380,30,Male,Bengaluru,Low,Business,Yes,5,High
1381,24,Male,Ahmedabad,Middle,Freelancer,Yes,8,Low
1382,46,Female,Hyderabad,Middle,Manager,Yes,9,Low
1383,43,Female,Chennai,Middle,Engineer,No,0,Low
1384,21,Female,Hyderabad,Middle,Designer,No,0,Medium
1385,29,Female,Mumbai,Middle,Student,No,0,Medium
1386,59,Male,Pune,Low,Teacher,Yes,2,Low
1387,22,Female,Kolkata,Middle,Designer,Yes,10,Medium
1388,24,Female,Hyderabad,Low,Manager,No,0,Medium
1389,31,Male,Mumbai,Low,Manager,Yes,10,Low
1390,50,Male,Bengaluru,High,Analyst,No,0,Medium
1391,61,Male,Ahmedabad,Low,Designer,Yes,8,Low
1392,39,Male,Delhi,Low,Analyst,No,0,High
1393,48,Male,Delhi,Middle,Student,No,0,Low
1394,54,Male,Bengaluru,Middle,Engineer,Yes,4,Medium
1395,24,Female,Pune,Low,Business,No,0,Medium
1396,34,Female,Ahmedabad,Middle,Engineer,Yes,6,Medium
1397,35,Female,Hyderabad,Middle,Manager,No,0,Low
1398,40,Male,Hyderabad,Middle,Designer,Yes,7,Medium
1399,58,Female,Bengaluru,Low,Doctor,Yes,9,High
1400,61,Female,Pune,Low,Teacher,Yes,10,Medium
1401,20,Male,Kolkata,Middle,Business,No,0,High
1402,54,Male,Ahmedabad,High,Manager,No,0,Low
1403,47,Male,Pune,Middle,Business,No,0,Low
1404,36,Female,Mumbai,Low,Student,Yes,8,Low
1405,49,Male,Chennai,Low,Doctor,Yes,1,Low
1406,50,Male,Pune,Middle,Manager,No,0,Low
1407,64,Male,Delhi,Low,Business,No,0,Low
1408,40,Female,Mumbai,Low,Doctor,No,0,Medium
1409,37,Female,Bengaluru,Middle,Teacher,Yes,7,Medium
1410,34,Male,Pune,Low,Business,No,0,Medium
1411,52,Male,Bengaluru,Low,Freelancer,No,0,High
1412,46,Female,Ahmedabad,Middle,Analyst,No,0,Medium
1413,45,Male,Kolkata,Middle,Engineer,No,0,Medium
1414,26,Female,Bengaluru,Middle,Freelancer,Yes,4,Medium
1415,54,Male,Ahmedabad,High,Freelancer,Yes,7,Low
1416,47,Male,Chennai,High,Engineer,Yes,5,High
1417,36,Male,Delhi,Middle,Teacher,No,0,High
1418,51,Male,Bengaluru,Low,Doctor,No,0,Medium
1419,58,Female,Hyderabad,Low,Engineer,No,0,Low
1420,22,Male,Hyderabad,Low,Teacher,No,0,Low
1421,24,Male,Mumbai,Middle,Doctor,No,0,Medium
1422,43,Female,Ahmedabad,Middle,Engineer,Yes,4,High
1423,45,Male,Bengaluru,Low,Freelancer,Yes,3,High
1424,65,Male,Ahmedabad,Middle,Analyst,Yes,8,Low
1425,60,Female,Bengaluru,Low,Student,Yes,2,Medium
1426,36,Female,Delhi,Middle,Business,No,0,Low
1427,20,Female,Pune,High,Student,Yes,3,Medium
1428,28,Female,Kolkata,Middle,Freelancer,No,0,Medium
1429,22,Male,Pune,Low,Doctor,Yes,10,Medium
1430,43,Female,Bengaluru,Low,Freelancer,No,0,Medium
1431,60,Female,Kolkata,Middle,Engineer,Yes,6,Medium
1432,20,Male,Ahmedabad,Low,Business,No,0,Low
1433,38,Male,Mumbai,Middle,Manager,No,0,High
1434,64,Male,Delhi,High,Doctor,No,0,Medium
1435,25,Female,Delhi,Low,Manager,No,0,Medium
