TransactionID,CustomerID,ProductID,ScarcityMessage,CountdownTimer,RecommendedLabel,InfluencerCampaign,FreeShipping,TrendingBadge,Purchased,Quantity,FinalAmount,DecisionTimeMinutes,Decision_Speed,Age,Gender,City,IncomeLevel,Occupation,LoyaltyMember,YearsAsCustomer,BrandFamiliarity,Age_Group,Years_As_Customer_Range,Category,Brand,OriginalPrice,CurrentPrice,Rating,ReviewCount,Discount_Percentage
4558,1291,184,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,2,42624,13.78,Medium,61,Female,Pune,High,Teacher,No,0,Medium,Seniors,New Customer,Beauty,Maybelline,21307,21307,4.4,2522,0
4559,1126,143,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,1,1,15703.25,12.75,Medium,19,Male,Delhi,Middle,Teacher,No,0,Medium,Gen Z,New Customer,Home,Prestige,20931,15698.25,5,20,25
4560,973,222,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,14.06,Medium,26,Male,Delhi,Low,Teacher,Yes,1,Medium,Young Adult,1-2 Years,Beauty,Nivea,39615,33672.75,3.5,2339,15
4561,733,49,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,1,2,42603.2,6.28,Fast,47,Female,Delhi,Middle,Engineer,No,0,Low,Mature Adults,New Customer,Electronics,Dell,26627,21301.6,4.4,2969,20
4562,631,216,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,1,2,59824.5,4.63,Fast,32,Female,Ahmedabad,Low,Analyst,Yes,4,Medium,Young Adult,3-5 Years,Beauty,Nivea,39883,29912.25,3.8,20,25
4563,31,16,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0,0,0,18.37,Medium,18,Female,Bengaluru,High,Teacher,Yes,8,Low,Gen Z,6-10 Years,Electronics,Apple,21937,19743.3,4.1,5834,10
4564,283,26,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,1,2,58371.2,12.04,Medium,31,Male,Hyderabad,Low,Student,No,0,Medium,Young Adult,New Customer,Electronics,Apple,34336,29185.6,4.4,1806,15
4565,1346,218,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,1,2,5329.3,24.34,Medium,56,Male,Mumbai,Low,Business,Yes,5,High,Seniors,3-5 Years,Beauty,Nivea,3129,2659.65,4.9,2633,15
4566,509,48,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,2,31388.8,16.18,Medium,51,Female,Mumbai,Middle,Doctor,Yes,3,Medium,Mature Adults,3-5 Years,Electronics,Dell,26149,15689.4,4.1,20,40
4567,1057,232,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1,1,34034.75,8.09,Fast,56,Male,Mumbai,Middle,Student,No,0,Medium,Seniors,New Customer,Beauty,Maybelline,45373,34029.75,4,2885,25
4568,1056,40,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,13.89,Medium,24,Female,Hyderabad,Middle,Engineer,No,0,High,Gen Z,New Customer,Electronics,Apple,12047,7228.2,4.3,20,40
4569,465,45,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,7.79,Fast,61,Female,Pune,Low,Doctor,Yes,5,Medium,Seniors,3-5 Years,Electronics,Apple,19566,15652.8,4.1,3423,20
4570,307,280,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1,3,101361,11.43,Medium,23,Male,Pune,Middle,Engineer,Yes,10,Low,Gen Z,6-10 Years,Books,Penguin,35560,33782,4.5,1742,5
4571,1038,54,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,1,3,118212.3,5.07,Fast,64,Female,Chennai,Middle,Doctor,Yes,7,Low,Seniors,6-10 Years,Electronics,Samsung,41478,39404.1,5,2814,5
4572,141,275,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,8.43,Fast,47,Female,Bengaluru,Middle,Designer,No,0,Medium,Mature Adults,New Customer,Books,HarperCollins,19717,14787.75,4.4,1412,25
4573,743,105,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,4,28071.2,3.59,Fast,62,Male,Mumbai,High,Business,Yes,6,Medium,Seniors,6-10 Years,Fashion,H&M,11688,7012.8,4.5,9434,40
4574,1333,240,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,1,2,26682.6,11.93,Medium,50,Male,Hyderabad,Middle,Business,Yes,5,High,Mature Adults,3-5 Years,Beauty,Nivea,19059,13341.3,5,4515,30
4575,1067,282,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,1,2,46003.2,5.52,Fast,30,Female,Ahmedabad,Middle,Analyst,Yes,2,Medium,Young Adult,1-2 Years,Books,Pearson,28752,23001.6,4.6,1913,20
4576,1147,36,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,1,2,11604.2,10.5,Medium,23,Male,Hyderabad,Middle,Designer,No,0,Medium,Gen Z,New Customer,Electronics,Sony,6826,5802.1,4.4,5268,15
4577,125,100,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,26.93,Slow,21,Female,Bengaluru,Low,Manager,Yes,3,Low,Gen Z,3-5 Years,Fashion,Nike,7384,5168.8,4.3,442,30
4578,300,173,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0,0,0,17.04,Medium,64,Female,Bengaluru,Middle,Manager,No,0,Low,Seniors,New Customer,Home,Milton,44259,44259,4.1,2917,0
4579,413,260,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,14.75,Medium,53,Male,Hyderabad,Middle,Freelancer,Yes,7,Low,Mature Adults,6-10 Years,Books,Pearson,28186,28186,4.3,3852,0
4580,439,57,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0,0,0,13.47,Medium,48,Female,Bengaluru,Middle,Analyst,No,0,Low,Mature Adults,New Customer,Electronics,Sony,23614,22433.3,4.3,6933,5
4581,292,57,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,3,67314.9,7.21,Fast,64,Male,Mumbai,High,Teacher,Yes,7,Medium,Seniors,6-10 Years,Electronics,Sony,23614,22433.3,4.3,6933,5
4582,1459,111,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,17.34,Medium,31,Female,Hyderabad,High,Engineer,No,0,Medium,Young Adult,New Customer,Fashion,Adidas,19518,16590.3,5,20,15
4583,248,62,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,1,2,31115,7,Fast,20,Female,Chennai,Middle,Designer,No,0,Low,Gen Z,New Customer,Fashion,Zara,22225,15557.5,4.9,20,30
4584,1063,81,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,1,29817,7.47,Fast,58,Female,Bengaluru,Middle,Teacher,Yes,8,Medium,Seniors,6-10 Years,Fashion,H&M,37265,29812,3.9,3916,20
4585,881,39,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,3,92230.2,4.1,Fast,29,Male,Kolkata,High,Engineer,No,0,Medium,Young Adult,New Customer,Electronics,Samsung,43912,30738.4,4.3,1961,30
4586,916,249,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,1,1,4938.75,15.67,Medium,59,Female,Pune,High,Freelancer,Yes,5,Low,Seniors,3-5 Years,Books,Pearson,6585,4938.75,3.9,2157,25
4587,322,240,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,1,4,53365.2,13.17,Medium,40,Female,Delhi,Middle,Doctor,No,0,High,Mid Career,New Customer,Beauty,Nivea,19059,13341.3,5,4515,30
4588,462,44,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0,0,0,11.68,Medium,59,Female,Pune,Low,Designer,No,0,Low,Seniors,New Customer,Electronics,Dell,45537,38706.45,4.7,3091,15
4589,910,162,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,1,1,29368.8,18.11,Medium,43,Male,Delhi,Low,Freelancer,No,0,Medium,Mid Career,New Customer,Home,Milton,32632,29368.8,4,6266,10
4590,449,194,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,4,67800.6,23.26,Medium,36,Female,Kolkata,High,Business,No,0,High,Mid Career,New Customer,Beauty,Lakme,17837,16945.15,4.4,5877,5
4591,1042,189,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,12.4,Medium,52,Male,Chennai,Low,Designer,No,0,Medium,Mature Adults,New Customer,Beauty,Lakme,46762,37409.6,4.6,2830,20
4592,60,296,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,2,37286,12.02,Medium,50,Male,Pune,Middle,Teacher,No,0,Low,Mature Adults,New Customer,Books,HarperCollins,18643,18643,4.3,1640,0
4593,110,193,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1,4,63449.6,4.91,Fast,21,Male,Hyderabad,Low,Doctor,Yes,8,Medium,Gen Z,6-10 Years,Beauty,Maybelline,19828,15862.4,4,2770,20
4594,1093,207,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,1,2,41089.4,12.69,Medium,23,Female,Delhi,Low,Analyst,Yes,7,Low,Gen Z,6-10 Years,Beauty,L'Oreal,21626,20544.7,3.7,4799,5
4595,926,10,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,14.69,Medium,42,Female,Pune,Low,Engineer,No,0,High,Mid Career,New Customer,Electronics,Dell,34637,31173.3,3.9,20,10
4596,65,24,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,1,1,7657.2,11.55,Medium,26,Female,Ahmedabad,High,Freelancer,No,0,High,Young Adult,New Customer,Electronics,Dell,12762,7657.2,4.1,4402,40
4597,1349,186,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,19.52,Medium,29,Male,Mumbai,Low,Analyst,No,0,Medium,Young Adult,New Customer,Beauty,Nivea,30669,29135.55,4.3,3396,5
4598,8,273,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,1,1,21303.5,9.64,Fast,35,Female,Hyderabad,Middle,Doctor,No,0,Low,Young Adult,New Customer,Books,Oxford,28398,21298.5,3.3,1065,25
4599,1434,120,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,1,2,42168.6,23,Medium,64,Male,Delhi,High,Doctor,No,0,Medium,Seniors,New Customer,Fashion,H&M,22194,21084.3,4,4034,5
4600,1095,193,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,15867.4,8.69,Fast,44,Female,Chennai,Middle,Student,No,0,High,Mid Career,New Customer,Beauty,Maybelline,19828,15862.4,4,2770,20
4601,1483,64,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,1,1,2864,14.34,Medium,21,Female,Pune,Middle,Teacher,No,0,Medium,Gen Z,New Customer,Fashion,Nike,2864,2864,3.9,1480,0
4602,1424,137,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,16.45,Medium,65,Male,Ahmedabad,Middle,Analyst,Yes,8,Low,Seniors,6-10 Years,Home,Ikea,21690,20605.5,4.8,2518,5
4603,470,226,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,6801,19.37,Medium,60,Female,Bengaluru,High,Analyst,Yes,2,Medium,Seniors,1-2 Years,Beauty,Lakme,11335,6801,4.3,4219,40
4604,1135,198,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,18.71,Medium,37,Male,Pune,Low,Doctor,Yes,7,Low,Mid Career,6-10 Years,Beauty,Maybelline,35755,30391.75,4.8,1655,15
4605,317,35,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,1,1,21672.8,9.61,Fast,58,Female,Kolkata,Low,Designer,No,0,Medium,Seniors,New Customer,Electronics,Sony,36113,21667.8,4.4,1338,40
4606,708,264,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,1,1,7036.2,13.79,Medium,49,Female,Hyderabad,High,Teacher,No,0,Low,Mature Adults,New Customer,Books,Oxford,7818,7036.2,3.6,2586,10
4607,361,279,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,2,30239.2,2.21,Fast,49,Female,Chennai,Low,Engineer,Yes,2,Medium,Mature Adults,1-2 Years,Books,Pearson,16794,15114.6,4.1,1721,10
4608,730,144,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,1,34152.9,13.63,Medium,37,Male,Ahmedabad,Low,Freelancer,Yes,1,High,Mid Career,1-2 Years,Home,Ikea,40174,34147.9,4.2,3558,15
4609,1309,103,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,1,1,8065.4,18.15,Medium,54,Male,Ahmedabad,Middle,Analyst,Yes,5,Medium,Mature Adults,3-5 Years,Fashion,Adidas,13434,8060.4,3.7,811,40
4610,655,160,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0,0,0,10.89,Medium,64,Male,Bengaluru,Low,Freelancer,Yes,4,Medium,Seniors,3-5 Years,Home,Prestige,18468,18468,4.4,2265,0
4611,139,241,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,0,0,0,25.71,Slow,58,Female,Mumbai,High,Manager,No,0,Medium,Seniors,New Customer,Books,Pearson,35503,33727.85,4.2,780,5
4612,487,136,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,10.55,Medium,24,Male,Ahmedabad,Middle,Teacher,No,0,Low,Gen Z,New Customer,Home,Philips,11301,6780.6,4.9,20,40
4613,1180,10,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,1,4,124693.2,7.99,Fast,29,Male,Delhi,High,Freelancer,No,0,Low,Young Adult,New Customer,Electronics,Dell,34637,31173.3,3.9,20,10
4614,783,22,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,19.19,Medium,34,Female,Pune,Low,Designer,No,0,Low,Young Adult,New Customer,Electronics,Dell,14931,12691.35,4.3,1958,15
4615,841,244,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0,0,0,15.81,Medium,59,Female,Ahmedabad,Middle,Doctor,Yes,10,Medium,Seniors,6-10 Years,Books,HarperCollins,24691,18518.25,4,553,25
4616,647,237,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,1,2,79541.1,3.47,Fast,42,Female,Hyderabad,Middle,Analyst,No,0,Medium,Mid Career,New Customer,Beauty,Lakme,46783,39765.55,3.7,4960,15
4617,440,232,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,3,102089.25,24.32,Medium,42,Female,Hyderabad,Middle,Doctor,Yes,5,Medium,Mid Career,3-5 Years,Beauty,Maybelline,45373,34029.75,4,2885,25
4618,898,38,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,4.2,Fast,34,Female,Pune,Middle,Analyst,No,0,Medium,Young Adult,New Customer,Electronics,Dell,29805,22353.75,3.3,3979,25
4619,950,52,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,20885.2,21.27,Medium,25,Female,Ahmedabad,High,Business,No,0,Low,Gen Z,New Customer,Electronics,Sony,29836,20885.2,4.2,1055,30
4620,1348,119,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1,4,51544.2,13.98,Medium,49,Female,Ahmedabad,High,Manager,Yes,7,Medium,Mature Adults,6-10 Years,Fashion,Adidas,13559,12881.05,3.5,2835,5
4621,927,70,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,2,60831.6,19.27,Medium,33,Female,Chennai,Low,Designer,No,0,Low,Young Adult,New Customer,Fashion,H&M,43444,30410.8,4.6,284,30
4622,1493,117,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,1,2,12423.6,11.43,Medium,39,Male,Mumbai,Middle,Analyst,No,0,High,Mid Career,New Customer,Fashion,Adidas,10353,6211.8,4.3,1327,40
4623,1240,168,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,25.43,Slow,45,Female,Mumbai,Middle,Doctor,No,0,Medium,Mid Career,New Customer,Home,Ikea,21093,20038.35,4.7,2235,5
4624,119,85,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,1,1,15189,2.19,Fast,42,Male,Ahmedabad,High,Student,No,0,Medium,Mid Career,New Customer,Fashion,H&M,15184,15184,4.2,1143,0
4625,589,38,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,1,4,89415,7.21,Fast,56,Male,Pune,High,Manager,No,0,Medium,Seniors,New Customer,Electronics,Dell,29805,22353.75,3.3,3979,25
4626,578,121,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,1,24874.8,15.03,Medium,59,Female,Pune,Middle,Designer,Yes,9,Medium,Seniors,6-10 Years,Home,Ikea,41458,24874.8,4,2293,40
4627,5,217,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,4,125933.2,15.22,Medium,40,Male,Kolkata,Middle,Engineer,No,0,Medium,Mid Career,New Customer,Beauty,Lakme,44969,31478.3,4.2,3791,30
4628,272,186,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,3,87421.65,6.87,Fast,51,Male,Delhi,Middle,Freelancer,No,0,Low,Mature Adults,New Customer,Beauty,Nivea,30669,29135.55,4.3,3396,5
4629,1144,97,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,1,4,119976.8,26.06,Slow,62,Male,Ahmedabad,Low,Student,Yes,7,Medium,Seniors,6-10 Years,Fashion,Adidas,49982,29989.2,4.4,257,40
4630,529,94,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,1,4,62733,7.59,Fast,54,Male,Mumbai,Middle,Freelancer,Yes,6,Medium,Mature Adults,6-10 Years,Fashion,H&M,20911,15683.25,4.5,2368,25
4631,222,176,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,0,0,0,26.16,Slow,41,Male,Mumbai,Middle,Doctor,Yes,9,Low,Mid Career,6-10 Years,Home,Milton,3416,2732.8,4.4,5155,20
4632,432,52,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,1,2,41770.4,4,Fast,22,Male,Mumbai,Middle,Analyst,Yes,1,Medium,Gen Z,1-2 Years,Electronics,Sony,29836,20885.2,4.2,1055,30
4633,413,251,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,1,1,8303.2,34.49,Slow,53,Male,Hyderabad,Middle,Freelancer,Yes,7,Low,Mature Adults,6-10 Years,Books,Pearson,10379,8303.2,4.7,5936,20
4634,262,261,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,0,0,0,19.04,Medium,18,Female,Pune,Low,Business,No,0,High,Gen Z,New Customer,Books,Oxford,28351,22680.8,3.6,3478,20
4635,152,8,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,1,2,42020.6,2.9,Fast,63,Male,Mumbai,High,Manager,Yes,2,Medium,Seniors,1-2 Years,Electronics,Apple,24718,21010.3,3.6,1487,15
4636,1147,292,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,18.72,Medium,23,Male,Hyderabad,Middle,Designer,No,0,Medium,Gen Z,New Customer,Books,HarperCollins,37914,30331.2,4.6,6587,20
4637,1237,8,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0,0,0,21.5,Medium,63,Male,Bengaluru,Middle,Teacher,Yes,9,Medium,Seniors,6-10 Years,Electronics,Apple,24718,21010.3,3.6,1487,15
4638,745,138,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,0,0,30.29,Slow,24,Male,Pune,Middle,Freelancer,No,0,Low,Gen Z,New Customer,Home,Ikea,9476,5685.6,3.9,3331,40
4639,924,201,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,14.3,Medium,59,Male,Hyderabad,High,Doctor,No,0,High,Seniors,New Customer,Beauty,L'Oreal,34137,29016.45,3.7,1421,15
4640,1379,99,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,0,0,0,6.26,Fast,50,Female,Hyderabad,Low,Designer,Yes,6,Medium,Mature Adults,6-10 Years,Fashion,Zara,30736,18441.6,3.9,2776,40
4641,1264,62,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,1,1,15557.5,20.12,Medium,28,Male,Mumbai,High,Manager,No,0,Medium,Young Adult,New Customer,Fashion,Zara,22225,15557.5,4.9,20,30
4642,49,15,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,4,19315.4,18.99,Medium,42,Female,Chennai,High,Doctor,No,0,Low,Mid Career,New Customer,Electronics,Sony,5681,4828.85,4.1,1974,15
4643,1430,219,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,3,59001.9,5.95,Fast,43,Female,Bengaluru,Low,Freelancer,No,0,Medium,Mid Career,New Customer,Beauty,L'Oreal,28089,19662.3,5,20,30
4644,101,12,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,14.55,Medium,45,Male,Mumbai,Low,Student,Yes,3,High,Mid Career,3-5 Years,Electronics,Apple,29624,20736.8,4.3,20,30
4645,40,146,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,1,1,17493,24.74,Medium,26,Male,Pune,Low,Doctor,No,0,Medium,Young Adult,New Customer,Home,Philips,29155,17493,4.2,1612,40
4646,605,118,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,0,0,0,13.54,Medium,24,Female,Hyderabad,Middle,Manager,No,0,Medium,Gen Z,New Customer,Fashion,Nike,867,693.6,5,3641,20
4647,1119,291,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,1,3,82379.25,11.49,Medium,24,Male,Delhi,Middle,Designer,No,0,Low,Gen Z,New Customer,Books,Penguin,28905,27459.75,4.4,1752,5
4648,121,280,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,1,4,135128,23.49,Medium,47,Female,Chennai,Low,Designer,Yes,3,Low,Mature Adults,3-5 Years,Books,Penguin,35560,33782,4.5,1742,5
4649,440,246,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,1,2,9457.1,17.91,Medium,42,Female,Hyderabad,Middle,Doctor,Yes,5,Medium,Mid Career,3-5 Years,Books,Pearson,5563,4728.55,4.3,5163,15
4650,395,220,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,1,3,80526.6,9.59,Fast,55,Male,Bengaluru,High,Student,No,0,High,Mature Adults,New Customer,Beauty,Nivea,38346,26842.2,3.6,2400,30
4651,597,163,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,2,94339.3,5.49,Fast,33,Male,Ahmedabad,High,Student,Yes,2,Low,Young Adult,1-2 Years,Home,Milton,49647,47164.65,3.9,314,5
4652,1480,105,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,2,14035.6,16.02,Medium,56,Female,Hyderabad,Low,Designer,Yes,9,High,Seniors,6-10 Years,Fashion,H&M,11688,7012.8,4.5,9434,40
4653,498,50,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,4,43421.6,9.38,Fast,40,Male,Ahmedabad,Middle,Business,No,0,High,Mid Career,New Customer,Electronics,Apple,18084,10850.4,4.3,2077,40
4654,314,291,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0,0,0,19.35,Medium,28,Female,Kolkata,Middle,Manager,No,0,High,Young Adult,New Customer,Books,Penguin,28905,27459.75,4.4,1752,5
4655,184,116,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,1,4,59696,7.36,Fast,23,Female,Bengaluru,Middle,Engineer,Yes,6,Medium,Gen Z,6-10 Years,Fashion,Nike,21320,14924,4,2889,30
4656,298,129,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,1,1,41131.4,17.85,Medium,34,Female,Bengaluru,Middle,Teacher,No,0,Medium,Young Adult,New Customer,Home,Ikea,48384,41126.4,4.8,1226,15
4657,200,43,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,1,2,38642.4,14.18,Medium,18,Male,Chennai,Middle,Engineer,Yes,7,Low,Gen Z,6-10 Years,Electronics,Samsung,32202,19321.2,4,1596,40
4658,861,84,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,1,2,47371.3,10.54,Medium,59,Male,Delhi,Middle,Engineer,Yes,3,Medium,Seniors,3-5 Years,Fashion,H&M,24927,23680.65,4.6,5914,5
4659,631,191,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,15.17,Medium,32,Female,Ahmedabad,Low,Analyst,Yes,4,Medium,Young Adult,3-5 Years,Beauty,Nivea,27630,23485.5,4,1421,15
4660,747,128,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,1,2,70820.2,10.23,Medium,22,Female,Chennai,Low,Freelancer,No,0,Medium,Gen Z,New Customer,Home,Ikea,39339,35405.1,3.7,1628,10
4661,1249,176,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,1,1,2732.8,10.69,Medium,46,Female,Delhi,Middle,Manager,Yes,7,Low,Mature Adults,6-10 Years,Home,Milton,3416,2732.8,4.4,5155,20
4662,871,64,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0,0,0,21.62,Medium,22,Female,Chennai,Low,Manager,Yes,1,Medium,Gen Z,1-2 Years,Fashion,Nike,2864,2864,3.9,1480,0
4663,233,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,1.02,Fast,26,Male,Ahmedabad,Middle,Engineer,No,0,Low,Young Adult,New Customer,Electronics,Sony,9137,7766.45,4.4,20,15
4664,566,266,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,1,4,41420,16.13,Medium,33,Male,Bengaluru,Low,Student,No,0,Low,Young Adult,New Customer,Books,Penguin,10355,10355,4.6,20,0
4665,469,130,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1,3,29246.4,7.9,Fast,61,Female,Pune,Middle,Manager,No,0,High,Seniors,New Customer,Home,Prestige,12186,9748.8,4.5,3894,20
4666,1241,109,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,21.41,Medium,41,Male,Bengaluru,Low,Student,Yes,7,Low,Mid Career,6-10 Years,Fashion,Zara,34741,26055.75,4,2073,25
4667,461,86,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,1,2,18853.2,3.82,Fast,50,Male,Ahmedabad,Low,Manager,No,0,High,Mature Adults,New Customer,Fashion,H&M,15711,9426.6,3.9,1031,40
4668,208,198,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,21.28,Medium,41,Female,Chennai,Middle,Manager,Yes,8,High,Mid Career,6-10 Years,Beauty,Maybelline,35755,30391.75,4.8,1655,15
4669,1105,169,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,1,2,26450,13.29,Medium,54,Female,Kolkata,Low,Manager,Yes,8,Medium,Mature Adults,6-10 Years,Home,Prestige,13225,13225,4,1921,0
4670,643,117,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,1,1,6211.8,7.92,Fast,62,Male,Ahmedabad,Middle,Business,No,0,Low,Seniors,New Customer,Fashion,Adidas,10353,6211.8,4.3,1327,40
4671,144,280,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,2,67574,7.02,Fast,59,Female,Mumbai,Middle,Teacher,Yes,4,High,Seniors,3-5 Years,Books,Penguin,35560,33782,4.5,1742,5
4672,1035,271,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,2,46003,19.81,Medium,47,Male,Delhi,High,Student,No,0,Medium,Mature Adults,New Customer,Books,Pearson,30662,22996.5,4.6,466,25
4673,316,60,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,1,1,24929.9,7.04,Fast,32,Female,Chennai,High,Student,Yes,10,High,Young Adult,6-10 Years,Electronics,Samsung,35607,24924.9,4.8,3853,30
4674,1303,193,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,3,47587.2,8.07,Fast,51,Female,Ahmedabad,High,Manager,No,0,Medium,Mature Adults,New Customer,Beauty,Maybelline,19828,15862.4,4,2770,20
